Title,Header,Type,Date,Country,Amount
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Philippines,"1,297"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Iran,"2,710,601"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Kuwait,"2,896"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Bahrain,860
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Jordan,61
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,United States,"142,504"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Cyprus,6
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Brazil,73
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,New Zealand,"3,827"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Polynesia,0
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Saudi Arabia,"481,215"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Czechia,484
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Iceland,108
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Canada,"55,954"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Netherlands,"36,418"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Finland,"7,019"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Caribbean,0
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Qatar,"1,599"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Switzerland,"15,036"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Germany,"250,444"
